,Location,Inhabitants,Latitude,Longitude,Postalcodes
1229,Lesachtal,1503.0,46.6922,12.8166,"9652,9653,9654,9655"
1230,Offenhausen,1503.0,48.15,13.8333333,"4624,4625,4714"
1231,Hofkirchen an der Trattnach,1502.0,48.21925,13.739,"4716,4741"
1232,Großradl,1502.0,46.685222,15.268533,"8455,8552"
1233,Gleinstätten,1501.0,46.751426057,15.366716958,8443
1234,Sandl,1499.0,48.55,14.6333333,"4251,4263"
1235,Straß im Straßertale,1499.0,48.471456,15.734383,"3473,3491"
1236,Weer,1497.0,47.3,11.6333333,6114
1237,Afritz am See,1497.0,46.7275,13.80,9542
1238,Sankt Gallen,1494.0,47.691839875,14.617124536,"8932,8933"
1239,Nikitsch,1492.0,47.535833,16.659167,"7302,7361"
1240,Wolfsgraben,1492.0,48.15,16.1166667,"2381,3012,3021"
1241,Wettmannstätten,1491.0,46.830494582,15.384350148,"8444,8521"
1242,Sankt Ulrich am Pillersee,1490.0,47.5333333,12.5666667,6393
1243,Ottendorf an der Rittschein,1489.0,47.047553137,15.896229782,"8262,8312"
1244,Zell am Moos,1489.0,47.901778,13.319056,4893
1245,Freinberg,1487.0,48.5666667,13.5166667,"4784,4785"
1246,Pettneu am Arlberg,1487.0,47.15,10.3333333,6574
1247,Prinzersdorf,1483.0,48.2033,15.5166667,3385
1248,Weyregg am Attersee,1483.0,47.9,13.5666667,"4852,4861"
1249,Schäffern,1481.0,47.477208797,16.111555973,"2852,2870,2871,7421,8243,8244"
1250,Weitendorf,1481.0,46.897547576,15.466733161,8410
1251,Söchau,1480.0,47.030582981,16.017166536,"8280,8362"
1252,Neumarkt im Hausruckkreis,1479.0,48.2666667,13.7166667,4720
1253,Tumeltsham,1478.0,48.2310,13.5,4910
1254,Enzersfeld,1477.0,48.3610,16.4240,2202
1255,Großgöttfritz,1475.0,48.5333333,15.1833333,"3910,3913"
1256,Neustift im Mühlkreis,1475.0,48.5291667,13.7572222,"4085,4143,4144"
1257,Bad Radkersburg,1474.0,46.686876803,15.988008974,8490
1258,Zöbern,1472.0,47.5116,16.1325,"2851,2870,2871"
1259,Ragnitz,1472.0,46.835529937,15.593651005,"8403,8413"
1260,Grambach,1471.0,47.015791046,15.503388350,"8071,8074"
1261,Gußwerk,1469.0,47.741357425,15.309039940,"8630,8632,8634,8635"
1262,Oberlienz,1465.0,46.8472222,12.7313889,"9900,9951"
1263,Aibl,1464.0,46.681606,15.226386,"8551,8552,8553"
1264,Stainztal,1463.0,46.876175,15.351478,"8503,8504,8510,8522"
1265,Klausen-Leopoldsdorf,1463.0,48.0880,16.0150,"2533,3033,3053"
1266,Winklarn,1462.0,48.0920,14.8580,"3300,3363"
1267,Stocking,1461.0,46.886897890,15.536940917,"8410,8412,8413"
1268,Hardegg,1460.0,48.8550,15.8570,"2081,2082,2083,2092"
1269,Neuberg an der Mürz,1460.0,47.660623519,15.584684607,8692
1270,Reisenberg,1459.0,48.0,16.5254,"2440,2452"
1271,Untersiebenbrunn,1459.0,48.25,16.7420,2284
1272,Hofkirchen im Traunkreis,1456.0,48.1333333,14.3666667,"4491,4492"
1273,Rinn,1455.0,47.25,11.5,6074
1274,Gaal,1455.0,47.272995073,14.669353008,8731
1275,Zwölfaxing,1454.0,48.1,16.4666667,2322
1276,Thaya,1454.0,48.85,15.2833333,"3830,3842,3843"
1277,Gutenstein,1454.0,47.8666667,15.8833333,2770
1278,Sankt Leonhard bei Freistadt,1454.0,48.4333333,14.6666667,"4272,4293,4294"
1279,Kirchberg am Walde,1453.0,48.7250,15.0900,3932
1280,Weißenkirchen in der Wachau,1450.0,48.3833333,15.4666667,3610
1281,Groß-Engersdorf,1448.0,48.3567,16.5693,2212
1282,Vorau,1448.0,47.406427776,15.889000388,8250
1283,Zwaring-Pöls,1448.0,46.906875,15.417069,"8141,8142,8143,8410,8411,8503,8504"
1284,Erl,1448.0,47.6833333,12.1833333,6343
1285,Rassach,1447.0,46.859186095,15.268886814,"8510,8522,8524"
1286,Dobl,1447.0,46.947495315,15.377652811,8143
1287,Schwendau,1446.0,47.1980,11.8590,"6283,6290,6292"
1288,Baumgartenberg,1445.0,48.2,14.7333333,"4342,4351"
1289,Georgsberg,1442.0,46.890122,15.298356,"8510,8511"
1290,Mühldorf,1442.0,48.3740,15.3460,3622
1291,Unterbergla,1440.0,46.806799629,15.314055245,"8444,8522"
1292,Hennersdorf,1440.0,48.1,16.3666667,2332
1293,Kaindorf,1438.0,47.225252937,15.911566930,8224
1294,Pistorf,1438.0,46.766610765,15.372519744,"8443,8452"
1295,Großwilfersdorf,1436.0,47.077627446,15.995313971,"8262,8263,8362"
1296,Sallingberg,1436.0,48.4666667,15.2333333,"3524,3525,3914"
1297,Stinatz,1433.0,47.204167,16.13334,7552
1298,Hofkirchen im Mühlkreis,1432.0,48.4833333,13.8,"4085,4133,4142"
1299,Burgschleinitz-Kühnring,1432.0,48.6,15.7815,"3713,3730"
1300,Reichersberg,1430.0,48.3333333,13.3666667,"4973,4974,4980,4981"
1301,Zettling,1429.0,46.952060128,15.434865148,"8141,8401"
1302,Kohfidisch,1429.0,47.173611,16.357222,7512
1303,Kleinzell im Mühlkreis,1427.0,48.45,13.9833333,"4114,4115,4120"
1304,Lafnitz,1427.0,47.369754730,16.011958250,"8230,8233"
1305,Rohrmoos-Untertal,1427.0,47.38344,13.670685,8971
1306,Kolsass,1423.0,47.2833333,11.6333333,6114
1307,Lengenfeld,1423.0,48.4730,15.5980,3552
1308,Wundschuh,1422.0,46.925365671,15.448982873,8142
1309,Sankt Georgen ob Murau,1420.0,47.104743771,14.100264818,"8850,8861"
1310,Moosdorf,1418.0,48.05,12.9833333,5141
1311,Sachsenburg,1416.0,46.8291667,13.355,9751
1312,Eibiswald,1415.0,46.687968911,15.248721783,8552
1313,Hernstein,1414.0,47.894444,16.105833,2560
1314,Öblarn,1413.0,47.460290227,13.991772550,8960
1315,Rotenturm an der Pinka,1413.0,47.252222,16.243333,7501
1316,Hof am Leithaberge,1412.0,47.95,16.5833333,2451
1317,Suben,1412.0,48.4166667,13.4333333,4975
1318,Krumegg,1411.0,47.020702132,15.634055287,"8081,8302,8323"
1319,Naas,1411.0,47.246158396,15.603917578,8160
1320,Tobaj,1411.0,47.089722,16.304722,"7535,7540"
1321,Höf-Präbach,1410.0,47.095172,15.605361,"8063,8200,8301,8302"
1322,Reichenthal,1410.0,48.55,14.3833333,"4193,4240"
1323,Ampass,1410.0,47.26,11.46,"6020,6060"
1324,Inzersdorf-Getzersdorf,1410.0,48.3208,15.6708,"3130,3131"
1325,Schlägl,1409.0,48.6360,13.9633,4160
1326,Schützen am Gebirge,1408.0,47.85056,16.624722,7081
1327,Schönegg bei Pöllau,1407.0,47.263478,15.866178,"8224,8225,8230"
1328,Neidling,1407.0,48.2370,15.5550,3110
1329,Sulmeck-Greith,1406.0,46.741806,15.322053,"8443,8543,8544,8551"
1330,Weng im Innkreis,1406.0,48.2333333,13.1833333,"4950,4952,4961"
1331,Hippach,1405.0,47.2060,11.8650,6283
1332,Oberndorf bei Schwanenstadt,1404.0,48.05,13.75,4690
1333,Geras,1400.0,48.7833333,15.6666667,"2093,3752,3753"
1334,Krummnußbaum,1399.0,48.2080,15.1610,"3374,3375"
1335,Nitscha,1399.0,47.127748469,15.749172876,"8200,8261"
1336,Tieschen,1398.0,46.785529704,15.945427730,"8355,8493"
1337,Irnfritz-Messern,1395.0,48.735,15.5317,"3754,3761"
1338,Stoob,1394.0,47.53,16.476389,"7344,7350"
1339,Ringelsdorf-Niederabsdorf,1393.0,48.5667,16.8583,2272
1340,Fuschl am See,1390.0,47.8,13.3,5330
1341,Heiligenkreuz,1390.0,48.0560,16.1300,"2500,2532,2534"
1342,Sankt Bartholomä,1390.0,47.068920259,15.257448204,"8113,8151"
1343,Olbendorf,1385.0,47.187778,16.2055,7534
1344,Geboltskirchen,1385.0,48.153139,13.633583,4682
1345,Windhaag bei Perg,1384.0,48.2833333,14.6810,"4320,4322,4323"
1346,Hengsberg,1384.0,46.869418420,15.450101100,"8403,8411,8504"
1347,Hohenau an der Raab,1382.0,47.301574254,15.547004804,"8160,8162,8172"
1348,Neustift-Innermanzing,1382.0,48.1333,15.8938,"3033,3051,3052,3073"
1349,Höhnhart,1381.0,48.1666667,13.2666667,"5241,5251,5272"
1350,Tulfes,1381.0,47.25,11.5333333,6075
1351,Neudorf bei Staatz,1380.0,48.7208333,16.4913889,"2135,2136"
1352,Telfes im Stubai,1380.0,47.1666667,11.3666667,6165
1353,Bad Deutsch-Altenburg,1380.0,48.1333333,16.9,2405
1354,Draßmarkt,1379.0,47.512778,16.400556,"7371,7372"
1355,Waldburg,1378.0,48.5,14.4333333,"4193,4240"
1356,Statzendorf,1377.0,48.3060,15.6420,3125
1357,Loipersdorf bei Fürstenfeld,1376.0,47.013651143,16.100774096,"8280,8282"
1358,Mühlbachl,1375.0,47.1333333,11.45,"6143,6150"
1359,Berg im Drautal,1374.0,46.7488889,13.1311111,"9761,9771"
1360,Sebersdorf,1373.0,47.188501740,15.998067698,"8271,8272,8273"
1361,Dorfbeuern,1371.0,48.0166667,13.0166667,5152
1362,Filzmoos,1368.0,47.4333333,13.5166667,5532
1363,Rastenfeld,1368.0,48.5666667,15.3166667,"3532,3543"
1364,Sankt Andrä am Zicksee,1368.0,47.7833333,16.9333333,7161
1365,Edelsbach bei Feldbach,1366.0,46.990176103,15.837120309,"8330,8332"
1366,Grimmenstein,1366.0,47.6166667,16.1333333,"2831,2840"
1367,Großsteinbach,1366.0,47.148798350,15.896068423,"8264,8265"
1368,Pfaffing,1365.0,48.0166667,13.4833333,"4870,4871,4892"
1369,Glanz an der Weinstraße,1364.0,46.6644,15.5325,"8462,8463"
1370,Kraubath an der Mur,1364.0,47.307230657,14.934286028,8714
1371,Sankt Margarethen bei Knittelfeld,1364.0,47.227020268,14.858898231,"8715,8720"
1372,Schlatt,1362.0,48.0666667,13.7833333,"4690,4691"
1373,Sankt Josef (Weststeiermark),1361.0,46.909753279,15.336989249,"8143,8503"
1374,Göttlesbrunn-Arbesthal,1361.0,48.0583,16.7167,2464
1375,Wolfau,1360.0,47.2575,16.096389,7412
1376,Grundlsee,1358.0,47.624851404,13.828390995,8993
1377,Grabern,1358.0,48.6131,16.2706,"2020,2042"
1378,Hart im Zillertal,1358.0,47.35,11.8833333,"6263,6271"
1379,Ungenach,1357.0,48.05,13.6166667,"4841,4850"
1380,Lingenau,1357.0,47.45,9.92,6951
1381,Sellrain,1356.0,47.2166667,11.2333333,6181
1382,Allerheiligen bei Wildon,1355.0,46.915535851,15.552869634,"8081,8410,8412,8413"
1383,Redlham,1354.0,48.0166667,13.7333333,"4690,4800"
1384,Burgauberg-Neudauberg,1353.0,47.1475,16.128056,"8291,8292"
1385,Kreuttal,1353.0,48.4458,16.4542,"2112,2114,2123"
1386,Eppenstein,1351.0,47.131959571,14.738344142,"8741,8742"
1387,Laussa,1351.0,47.95,14.45,"4460,4461,4463"
1388,Neufelden,1350.0,48.4833333,14.0,"4120,4121"
1389,Traboch,1349.0,47.376931733,14.987280356,"8770,8772,8792"
1390,Leiben,1348.0,48.2333333,15.2666667,3652
1391,Ebenau,1347.0,47.8,13.1833333,5323
1392,Ramingstein,1347.0,47.0800,13.8333333,5591
1393,Rußbach,1345.0,48.4556,16.05,3702
1394,Kematen am Innbach,1345.0,48.1666667,13.8666667,"4632,4633,4713"
1395,Oberhofen am Irrsee,1342.0,47.9520,13.3060,"4893,4894"
1396,Bockfließ,1342.0,48.36,16.6038889,2213
1397,Hohe Wand,1341.0,47.8208,16.0708,"2722,2723,2724"
1398,Anras,1341.0,46.7738889,12.5608333,9912
1399,Dellach,1341.0,46.662767,13.078369,"9635,9640"
1400,Gastern,1339.0,48.8833333,15.2166667,"3842,3852"
1401,Langen bei Bregenz,1335.0,47.5166667,9.8166667,6932
1402,Flattach,1335.0,46.935581,13.128272,9831
1403,Jois,1335.0,47.961111,16.794444,7093
1404,Scheffau am Wilden Kaiser,1333.0,47.5333333,12.25,6351
1405,Landl,1333.0,47.649808,14.759492,"8921,8931"
1406,Geinberg,1332.0,48.2666667,13.3,4943
1407,Handenberg,1330.0,48.1333333,13.0,"5134,5144"
1408,Mariahof,1328.0,47.099243746,14.399382083,"8812,8820"
1409,Maria Schmolln,1328.0,48.1333333,13.2,"5241,5242,5261"
1410,Arbing,1327.0,48.2166667,14.7,"4323,4341,4342"
1411,Prellenkirchen,1326.0,48.0766667,16.9560,"2471,2472,2473"
1412,Weißenkirchen an der Perschling,1326.0,48.2666667,15.7833333,3142
1413,Lambrechten,1324.0,48.3166667,13.5166667,"4752,4753,4772,4974"
1414,Weißenbach am Lech,1323.0,47.4333333,10.65,"6671,6672"
1415,Grins,1322.0,47.15,10.5166667,"6500,6591"
1416,Maria Wörth,1322.0,46.6163889,14.161389,"9073,9081,9082"
1417,Groß-Schweinbarth,1322.0,48.4147222,16.6319444,2221
1418,Fresach,1320.0,46.712258,13.692269,"9702,9712"
1419,Sankt Georgen an der Leys,1319.0,48.0310,15.2270,"3242,3282"
1420,Mettersdorf am Saßbach,1316.0,46.806220979,15.711909654,"8092,8093,8421,8422"
1421,Rohrbach-Steinberg,1314.0,47.052064,15.291581,"8052,8113,8151"
1422,Sautens,1313.0,47.2,10.8666667,6432
1423,Sankt Gotthard im Mühlkreis,1312.0,48.3666667,14.1333333,"4112,4175"
1424,Wolfpassing,1312.0,48.0666667,15.05,"3261,3371"
1425,Waldhausen,1311.0,48.5210,15.2615,"3531,3914"
1426,Oberdrauburg,1311.0,46.75,12.9702778,9781
1427,Seibersdorf,1309.0,47.9580,16.5190,"2443,2444"
1428,Scheffau am Tennengebirge,1308.0,47.5790,13.2330,"5440,5441"
1429,Weißkirchen in Steiermark,1308.0,47.154245791,14.738453287,8741
1430,Tristach,1307.0,46.8161111,12.7897222,9900
1431,Klöch,1307.0,46.762201695,15.968333149,"8355,8493"
1432,Sankt Peter im Sulmtal,1307.0,46.757783766,15.250634447,"8541,8542"
1433,Weinzierl am Walde,1306.0,48.4166667,15.4333333,"3521,3541,3610,3611,3613"
1434,Gitschtal,1306.0,46.679722,13.260556,"9620,9622"
1435,Kapelln,1306.0,48.25,15.75,3141
1436,Weinburg,1305.0,48.1,15.5166667,3200
1437,Wang,1305.0,48.045317,15.025878,"3261,3262,3325"
1438,Ried im Oberinntal,1305.0,47.05,10.65,6531
1439,Kals am Großglockner,1304.0,47.0,12.6450,9981
1440,Grinzens,1303.0,47.2333333,11.2666667,6094
1441,Klaffer am Hochficht,1303.0,48.6833333,13.8666667,"4161,4163,4164"
1442,Ertl,1301.0,47.9767,14.6306,3355
1443,Bad Tatzmannsdorf,1301.0,47.334444,16.227222,7431
1444,Neudau,1300.0,47.183232236,16.101096872,8292
1445,Sieggraben,1299.0,47.649722,16.380556,7223
1446,Haibach ob der Donau,1298.0,48.4,13.9166667,4083
1447,Meggenhofen,1296.0,48.1833333,13.8,"4625,4672,4714"
1448,Oslip,1296.0,47.833889,16.621111,7064
1449,Petzenkirchen,1294.0,48.145556,15.155833,3252
1450,Hohenweiler,1294.0,47.5833333,9.7833333,6914
1451,Ried im Zillertal,1293.0,47.3,11.8667,6272
1452,Drosendorf-Zissersdorf,1293.0,48.7685,15.5222,"2094,2095"
1453,Tadten,1292.0,47.765,16.986667,7162
1454,Waldkirchen am Wesen,1292.0,48.4410,13.82375,"4085,4724"
1455,Nappersdorf-Kammersdorf,1292.0,48.6233,16.2133,"2023,2033"
1456,Prottes,1288.0,48.3833333,16.7410,2242
1457,Schlitters,1286.0,47.3666667,11.8333333,"6200,6261,6262,6263"
1458,Sankt Anton an der Jeßnitz,1286.0,47.9610,15.2080,"3214,3242,3270,3282,3283,3292"
1459,Empersdorf,1279.0,46.999344783,15.603146411,"8081,8302"
1460,Gurk,1278.0,46.875278,14.288889,"9341,9342,9344"
1461,Deutsch Goritz,1277.0,46.753014489,15.833496851,"8345,8483,8484"
1462,Fischlham,1276.0,48.0833333,13.95,"4641,4652"
1463,Scharnitz,1275.0,47.3833333,11.2833333,6108
1464,Aurach bei Kitzbühel,1275.0,47.4,12.4333333,6370
1465,Stams,1274.0,47.2666667,10.9833333,"6182,6422"
1466,Königsbrunn am Wagram,1273.0,48.4166667,15.9333333,"3462,3465,3701"
1467,Mellau,1272.0,47.35,9.8833333,6881
1468,Eschenau,1272.0,48.0333333,15.5666667,3153
1469,Großschönau,1271.0,48.6520,14.9420,"3922,3923"
1470,Vordernberg,1270.0,47.487799598,14.994036349,8794
1471,Müllendorf,1270.0,47.843889,16.458889,7052
1472,Sankt Bernhard-Frauenhofen,1269.0,48.6867,15.5767,"3580,3761"
1473,Mölbling,1269.0,46.8617,14.4464,"9300,9312,9330,9341"
1474,Höfen,1267.0,47.4666667,10.6833333,6600
1475,Breitenau,1267.0,47.7333333,16.1400,2624
1476,Trebesing,1266.0,46.883125,13.510761,"9852,9853"
1477,Eggerding,1266.0,48.35,13.4833333,"4773,4775,4980"
1478,Michaelnbach,1265.0,48.2833333,13.8166667,"4712,4720"
1479,Seckau,1264.0,47.274300399,14.785944916,"8720,8732"
1480,Hohenwarth-Mühlbach a.M.,1263.0,48.5000,15.8167,"3472,3473,3711"
1481,Tattendorf,1261.0,47.9585,16.3,2523
1482,Prägraten am Großvenediger,1261.0,47.0166667,12.3780,9974
1483,Frojach-Katsch,1260.0,47.1389,14.2935,"8812,8833,8841,8842,8850"
1484,Unterlamm,1260.0,46.978213010,16.059875779,"8350,8352,8361"
1485,Neusiedl an der Zaya,1259.0,48.6000,16.7900,2183
1486,Ardning,1259.0,47.591190581,14.364706475,"8904,8911"
1487,Kleblach-Lind,1255.0,46.7833,13.3428,9753
1488,Hauskirchen,1254.0,48.6120,16.7600,"2184,2185"
1489,Kasten bei Böheimkirchen,1254.0,48.1540,15.7800,"3071,3072,3074"
1490,Pfons,1253.0,47.15,11.4666667,6143
1491,Loipersbach im Burgenland,1252.0,47.7,16.473611,7022
1492,Schiedlberg,1251.0,48.1,14.2666667,"4493,4521,4522"
1493,Seebenstein,1250.0,47.6833333,16.1333333,"2824,2831"
1494,Palterndorf-Dobermannsdorf,1249.0,48.5917,16.8167,"2181,2182"
1495,Trins,1247.0,47.0833333,11.4166667,6152
1496,Schachen bei Vorau,1245.0,47.3833333,15.85,8250
1497,Gutenberg an der Raabklamm,1244.0,47.223036,15.533956,8160
1498,Strengen,1243.0,47.1333333,10.45,6571
1499,Zemendorf-Stöttera,1242.0,47.765556,16.454722,7023
1500,Kautzen,1241.0,48.9166667,15.2333333,"3851,3852"
1501,Bromberg,1241.0,47.6666667,16.2,"2802,2811,2813,2822,2833"
1502,Loipersdorf-Kitzladen,1240.0,47.333611,16.077778,7411
1503,Haselsdorf-Tobelbad,1238.0,46.997592,15.344119,8144
1504,Mötz,1238.0,47.2833333,10.95,6423
1505,Zederhaus,1238.0,47.15,13.5,5584
1506,Bergern im Dunkelsteinerwald,1236.0,48.3667,15.55,"3122,3512,3642"
1507,Gilgenberg am Weilhart,1234.0,48.1333333,12.9333333,"5132,5133,5134"
1508,Echsenbach,1231.0,48.7166667,15.2166667,"3804,3900,3902,3903"
1509,Rohr im Kremstal,1230.0,48.0666667,14.1666667,"4531,4532,4550"
1510,Würmla,1230.0,48.2550,15.8590,"3042,3452"
1511,Eichberg,1229.0,47.381086269,15.973800729,"8234,8250"
1512,Fügenberg,1228.0,47.35,11.8333333,6263
1513,Mariasdorf,1225.0,47.366528,16.231389,7433
1514,Frankenau-Unterpullendorf,1222.0,47.448889,16.608056,"7361,7452"
1515,Pflach,1222.0,47.5166667,10.7166667,6600
1516,Steinberg-Dörfl,1222.0,47.476667,16.486667,7453
1517,Ratten,1220.0,47.484028575,15.721131039,"8672,8673,8674"
1518,Zelking-Matzleinsdorf,1219.0,48.1762,15.2476,"3244,3253,3390,3393"
1519,Sankt Oswald-Möderbrugg,1217.0,47.2833333,14.5,"8762,8763"
1520,Heiligenkreuz im Lafnitztal,1217.0,46.988889,16.260276,7561
1521,Kaltenbach,1217.0,47.2833333,11.8666667,6272
1522,Brodingberg,1214.0,47.119089,15.646444,"8063,8200"
1523,Waldenstein,1213.0,48.7278,15.0166667,3961
1524,Thomasberg,1213.0,47.5666667,16.1333333,"2813,2840,2842,2851,2870"
1525,Zell am Pettenfirst,1213.0,48.0666667,13.5833333,4842
1526,Sankt Kathrein am Offenegg,1212.0,47.300855417,15.577373734,"8160,8163,8171,8172"
1527,Übersbach,1212.0,47.024604897,16.056466417,"8280,8282,8362"
1528,Kitzeck im Sausal,1212.0,46.780829870,15.453731714,"8441,8442,8451"
1529,Eichkögl,1211.0,47.026972,15.791017,"8311,8322,8332"
1530,Sankt Marein bei Graz,1211.0,47.018660681,15.687439379,"8322,8323"
1531,Gries am Brenner,1210.0,47.2,11.15,6156
1532,Winklern,1210.0,46.8708,12.8763,"9833,9841"
1533,Floing,1210.0,47.263866549,15.746095149,"8183,8184,8223"
1534,Sankt Leonhard am Hornerwald,1209.0,48.6,15.5333333,"3571,3572"
1535,Serfaus,1207.0,47.0333333,10.6,"6534,6541,6542"
1536,Grafenschachen,1207.0,47.363056,16.066389,7423
1537,Lang,1205.0,46.837922804,15.502937009,8403
1538,Gersdorf an der Feistritz,1203.0,47.155197433,15.845764899,"8212,8261,8262,8265"
1539,Ort im Innkreis,1202.0,48.3150,13.4340,4974
1540,Sankt Marein bei Knittelfeld,1202.0,47.268722244,14.860062258,"8715,8733"
1541,Neuhaus,1202.0,46.6426,14.8871,"9150,9473"
1542,Viehdorf,1194.0,48.15,14.8940,"3300,3322"
1543,Dietmanns,1190.0,48.7833333,15.3833333,3813
1544,Rossatz-Arnsdorf,1189.0,48.3722,15.4611,"3602,3621"
1545,Plainfeld,1189.0,47.8333333,13.1833333,5325
1546,Martinsberg,1188.0,48.3666667,15.15,"3664,3665"
1547,Gnadendorf,1188.0,48.6150,16.4,2152
1548,Petronell-Carnuntum,1187.0,48.1140,16.8666,2404
1549,Gnesau,1187.0,46.775,13.9666667,"9563,9564"
1550,Etzersdorf-Rollsdorf,1185.0,47.197071015,15.690365462,"8160,8181"
1551,Kornberg bei Riegersburg,1185.0,46.975456,15.906139,"8330,8333,8334"
1552,Reichenau im Mühlkreis,1185.0,48.45,14.35,"4180,4204"
1553,Stetten,1181.0,48.3678,16.3828,2100
1554,Feld am See,1180.0,46.7756,13.7472,9544
1555,Altenmarkt bei Fürstenfeld,1179.0,47.065774543,16.046686534,"8280,8362"
1556,Ebersdorf,1179.0,47.200526963,15.959846247,"8272,8273"
1557,Mogersdorf,1177.0,46.947778,16.230555,8382
1558,Gosdorf,1177.0,46.727015268,15.799610863,"8480,8482"
1559,Achau,1177.0,48.0800,16.3900,2481
1560,Mellach,1175.0,46.941641291,15.516030975,"8072,8410"
1561,Großharras,1175.0,48.6638889,16.2455556,"2034,2063"
1562,Schloßberg,1174.0,46.660820741,15.469637949,"8454,8463"
1563,Leithaprodersdorf,1172.0,47.936667,16.477778,2443
1564,Markt Sankt Martin,1172.0,47.562222,16.426667,"2812,7341"
1565,Kalwang,1172.0,47.425104556,14.756730385,8775
1566,Klingenbach,1169.0,47.753889,16.53889,7013
1567,Wald im Pinzgau,1169.0,47.2470,12.2090,5742
1568,Amaliendorf-Aalfang,1168.0,48.8333,15.0833,"3860,3872"
1569,Drösing,1168.0,48.5410,16.9030,2265
1570,Birgitz,1167.0,47.2360,11.2990,"6091,6094"
1571,Bischofstetten,1167.0,48.1233,15.4700,"3232,3233"
1572,Gurten,1167.0,48.25,13.3333333,"4942,4943"
1573,Wörschach,1166.0,47.552414064,14.149028475,8942
1574,Fladnitz an der Teichalm,1166.0,47.286105071,15.477431547,8163
1575,Sankt Peter ob Judenburg,1166.0,47.185791553,14.587062681,8755
1576,Sulz im Weinviertel,1166.0,48.49,16.69,2224
1577,Micheldorf,1164.0,46.914281,14.427653,"9322,9360"
1578,Hirschbach im Mühlkreis,1162.0,48.4833333,14.4166667,"4192,4193,4242"
1579,Litzelsdorf,1162.0,47.208611,16.162778,7532
1580,Waidhofen an der Thaya-Land,1161.0,48.8333333,15.4,"3830,3902"
1581,Sankt Martin bei Lofer,1160.0,47.5666667,12.7,"5090,5092"
1582,Sankt Veit im Mühlkreis,1160.0,48.4666667,14.15,"4172,4173,4174,4175"
1583,Atzbach,1158.0,48.0833333,13.7,"4690,4902,4904"
1584,Sankt Georgen an der Stiefing,1157.0,46.875766752,15.578658431,8413
1585,Sankt Martin,1157.0,48.6639,14.8417,"3970,3971,3972"
1586,Klaus an der Pyhrnbahn,1157.0,47.8166667,14.15,"4564,4571,4572"
1587,Mining,1156.0,48.2666667,13.15,4962
1588,Leitzersdorf,1155.0,48.4166667,16.2333333,"2003,2011,2105"
1589,Sankt Oswald bei Plankenwarth,1154.0,47.086670495,15.280435411,"8111,8112,8113"
1590,Wiesfleck,1154.0,47.384722,16.1425,7423
1591,Laab im Walde,1153.0,48.1560,16.1750,2381
1592,Haringsee,1152.0,48.1930,16.7860,2286
1593,Weißenbach bei Liezen,1152.0,47.571564439,14.205072095,8940
1594,Hollersbach im Pinzgau,1151.0,47.2666667,12.4166667,"5730,5731,5732"
1595,Waisenegg,1149.0,47.394460440,15.684244071,8190
1596,Weiten,1149.0,48.2833333,15.25,3653
1597,Hochleithen,1148.0,48.4666667,16.5333333,"2123,2125"
1598,Sankt Willibald,1147.0,48.3666667,13.7,"4760,4762"
1599,Minihof-Liebau,1147.0,46.881667,16.069722,8384
1600,Koglhof,1146.0,47.319359579,15.690420378,"8172,8184,8190,8191"
1601,Merkendorf,1144.0,46.855793301,15.904647995,"8343,8344"
1602,Deutsch Schützen-Eisenberg,1143.0,47.1667,16.448,7474
1603,Artstetten-Pöbring,1142.0,48.2500,15.2200,"3652,3661"
1604,Sankt Sebastian,1139.0,47.780406879,15.311958910,"3224,3294,8630"
1605,Jaidhof,1138.0,48.5333333,15.4833333,"3532,3542,3543,3553,3572"
1606,Höflein,1137.0,48.0666667,16.7833333,2465
1607,Großlobming,1137.0,47.186397449,14.808552061,8734
1608,Sankt Magdalena am Lemberg,1137.0,47.219650546,16.027316685,"8274,8294"
1609,Eschenau im Hausruckkreis,1137.0,48.3833333,13.8166667,"4084,4085,4724,4730"
1610,Allerheiligen im Mühlkreis,1137.0,48.3,14.65,"4284,4320"
1611,Eckartsau,1136.0,48.1420,16.7960,"2304,2305"
1612,Drasenhofen,1134.0,48.75,16.65,2165
1613,Reith bei Seefeld,1133.0,47.3,11.2,"6100,6103"
1614,Nestelbach im Ilztal,1132.0,47.092222388,15.881223601,"8261,8262,8311"
1615,Erlauf,1127.0,48.1833333,15.1833333,"3253,3380"
1616,Flaurling,1126.0,47.2833333,11.1166667,6403
1617,Sankt Oswald,1126.0,48.2680,15.0400,"3680,3683,3684"
1618,Engelhartszell,1126.0,48.5050,13.7320,"4090,4725"
1619,Brand-Laaben,1125.0,48.1000,15.8600,"3052,3053,3073"
1620,Hargelsberg,1122.0,48.15,14.4166667,4483
1621,Sankt Katharein an der Laming,1121.0,47.471052094,15.162296632,8611
1622,Sankt Jakob im Walde,1119.0,47.466125539,15.787317207,"8255,8673,8674"
1623,Jedenspeigen,1118.0,48.5,16.8700,2264
1624,Kirchberg ob der Donau,1118.0,48.45,13.95,"4114,4131"
1625,Sankt Margareten im Rosental,1117.0,46.542778,14.418056,9173
1626,Sooß,1117.0,47.9860,16.2150,"2500,2540"
1627,Lackenbach,1116.0,47.589444,16.462778,7322
1628,Itter,1115.0,47.4667,12.1333,"6300,6305,6361"
1629,Gattendorf,1113.0,48.0166667,16.966667,2474
1630,Weinburg am Saßbach,1113.0,46.754087797,15.721284251,"8423,8481"
